SITE_ID,LATITUDE,LONGITUDE,NAME,STATE,LICENSING_AREA_ID,POSTCODE,SITE_PRECISION,ELEVATION,HCIS_L2,ASSIGNMENTS
7247,-29.445375,149.570859,Telstra site WATERCOURSE,NSW,4,2400,Unknown,188,MU5G,28
7253,-28.897756,149.798847,Countrywide Communications Site Laurel Vale via GARAH,NSW,5,2405,Within 10 metres,185,MU2P,73
7254,-29.470596,149.750975,Axicom 80m Lattice Tower LOT 5 Mallee Road MOREE,NSW,4,2400,Within 10 metres,199,MU5G,95
7362,-29.045596,150.443273,NSW Police Site Mount Mitchell LOT 7002 DP1060522 NORTH STAR,NSW,4,2408,Unknown,414,MU6B,93
7414,-32.536716,151.651557,Comms Site  Mount Douglas Gardiners Road MARTINS CREEK,NSW,4,2420,Within 100 metres,368,NV4K,35
7417,-32.411069,151.651728,Dungog Shire Council Site Mount Richardson Near DUNGOG,NSW,4,2311,Within 10 metres,452,NV4G,92
7448,-32.11064,151.767785,State Rail Authority (SRA) Site Mount Berrico Near GLOUCESTER,NSW,4,2422,Within 100 metres,911,NV4D,18
7463,-32.25852,152.120421,"CountryTell & Great Lakes FM 40m Lattice Tower Cabbage Tree Mtn, off Cabbage Tree Rd UPPER MYALL",NSW,4,2425,Within 10 metres,626,NV5E,44
7468,-31.92181,152.181847,State Rail Authority Tower Dees Rd MOUNT GANGHAT,NSW,4,2429,Within 100 metres,537,NV2M,18
7493,-32.193369,152.524544,Mid Coast City Council 36m Lattice Tower 35 Likely St FORSTER,NSW,4,2428,Within 10 metres,40,NV5C,32
7513,-31.647888,152.456355,Vertel Site Latimores Rd Comboyne via WINGHAM,NSW,4,2430,Within 100 metres,638,NV2J,37
7514,-31.66076,152.14249,NSWTA 40m Lattice Tower Nine Tree Hill Rd DINGO FOREST,NSW,4,2424,Within 100 metres,886,NV2I,48
7554,-31.905688,152.456274,State Rail Authority (SRA) Microw Avenue Tower Rail Yards TAREE,NSW,4,2430,Within 100 metres,23,NV2N,56
7605,-30.854824,152.402678,Telstra Passive Repeater SCOTCHMAN,NSW,4,2440,Unknown,579,NU8N,40
7611,-31.193359,152.979009,Reservoir 2 CRESCENT HEAD,NSW,4,2440,Unknown,51,NV2D,61
7620,-31.117679,152.35101,"NSWOEH 15m Guyed Mast Spokes Mountain, off Spokes Trail via Hastings Forest MOPARRABAH",NSW,4,2440,Within 10 metres,1208,NV2B,22
7647,-31.273983,152.78677,SRA Site Red Hill Red Hill Road G83 Out of TELEGRAPH POINT,NSW,4,2440,Within 10 metres,194,NV2H,47
7659,-31.705886,152.674238,Pacific Power Site MIDDLE BROTHER,NSW,4,2443,Within 10 metres,496,NV2K,75
7719,-31.465636,152.91943,"NSWPF 35m Lattice Tower Transit Hill, 25 Orr St PORT MACQUARIE",NSW,4,2444,Within 10 metres,113,NV2H,49
7728,-31.579137,152.799094,Translator Tower Camp Ridge Road  19 km SSW of Port Macquarie JOLLY NOSE HILL,NSW,4,2446,Within 10 metres,242,NV2L,162
7769,-30.662477,152.653305,NSWTA 50m Lattice Tower and 35m Guyed Mast  Dunggir National Park Wilkes Rd BUCKRA BENDINNI,NSW,4,null,Within 10 metres,840,NU8K,74
7804,-30.602595,152.951534,Vertel Site MT ENGLAND,NSW,4,2448,Unknown,258,NU8L,41
7935,-30.057305,153.00969,Rail Access Site THE BLUFF,NSW,4,2450,Within 10 metres,356,NU9A,34
7949,-30.263134,153.11872,"Axicom 32.3m Monopole Sealy Lookout Orara East State Forest, off 115 Bruxner Park Rd KORORA",NSW,4,2450,Within 10 metres,173,NU9E,97
7952,-30.317419,152.859724,Broadcast Mast 26 km WSW of Coffs Harbour MOUNT MOOMBIL,NSW,4,2450,Within 10 metres,990,NU8H,94
7956,-30.219255,153.053358,Telstra Tower Mount Coramba Orara East State Forest COFFS HARBOUR,NSW,4,2450,Within 10 metres,563,NU9A,144
7971,-30.333091,153.032886,ARTC 61m Lattice Tower Fridays Creek Rd BOAMBEE,NSW,4,2450,Within 10 metres,288,NU9E,385
7980,-31.042475,152.573389,NSWTA 30m Lattice Tower and 27m Kempsey Council Guyed Mast off Bonnangi Trail TEMAGOG,NSW,4,2440,Within 10 metres,615,NV2C,53
7983,-30.05531,152.35889,"NSWOEH 12m Lattice Tower Chaelundi Mtn, off Chaelundi Rd THE GULF",NSW,4,2450,Unknown,1374,NU8B,26
7985,-30.165961,152.430917,Vertel Site MT HYLAND,NSW,4,2453,Within 100 metres,1272,NU8B,27
7996,-30.29516,152.616965,Essential Energy 15m Wooden Pole Mt Christopherson 458 Muldiva Rd BOSTOBRICK,NSW,4,2453,Within 10 metres,876,NU8G,27
8042,-30.498168,153.013619,Bellingen Council 20m Water Tank 8 Panorama Parade URUNGA,NSW,4,2455,Within 10 metres,41,NU9E,24
8127,-29.487481,152.343912,Npws Site SUMMIT MOUNTAIN,NSW,4,2370,Unknown,1163,NU5F,16
8152,-29.701826,152.941896,Rail Access Tower SOUTH GRAFTON,NSW,4,2461,Unknown,14,NU5L,80
8175,-29.613986,152.479179,Northern Rivers Comms. Site CANGAI EAST,NSW,4,2460,Unknown,989,NU5J,67
8202,-29.635007,153.157229,NSWTA 25m Lattice Tower Pine Brush State Forest PILLAR VALLEY,NSW,4,2462,Within 100 metres,244,NU6I,43
8212,-29.585045,153.27715,NSWOEH 25m Lattice Tower off Clarence Peak Trail via Blooms Head Rd TALOUMBI,NSW,4,2463,Within 10 metres,289,NU6J,49
8220,-29.45705,153.21394,Indara 45m Lattice Tower Lookout Road MACLEAN,NSW,4,2463,Within 10 metres,31,NU6E,42
8255,-28.9489,152.30699,"NSWPF & NSWTA 30m Lattice Towers Girard State Forest, off Tower Fire Trail SANDY HILL",NSW,4,2372,Within 10 metres,937,NU2N,65
8269,-28.89949,152.74012,Transgrid 30m Monopole Mellanganee Lookout Rd MALLANGANEE,NSW,4,2469,Within 10 metres,332,NU2O,197
8333,-28.49643,152.87842,"NSWOEH 26m Lattice Tower Tower Rd, off Toonumbar Forest Road UPPER EDEN CREEK",NSW,4,2474,Within 10 metres,479,NU2H,30
8344,-28.386095,152.643634,Kyogle Council 31.2m Lattice Tower Towers Road WOODENBONG,NSW,4,2476,Within 10 metres,563,NU2G,33
8393,-28.863895,153.589449,NSWTA 20m Monopole Water Reservoir off Suvla Rd BALLINA EAST,NSW,4,2478,Within 10 metres,54,NU3O,34
8533,-28.545563,153.287606,Broadcast Australia Tower 30 km N of Lismore MT NARDI,NSW,4,2480,Within 10 metres,783,NU3J,100
8535,-28.542669,153.290154,NRN8 TV Tower 30 km N of Lismore MT NARDI,NSW,4,2480,Within 10 metres,776,NU3J,127
8539,-28.856937,153.228511,State Rail Authority & Northern Rivers Communications PARROTS NEST,NSW,4,2480,Within 10 metres,187,NU3M,80
8581,-28.660016,153.560704,NSWPF 45m Lattice Tower off St Helena Rd MCLEODS SHOOT,NSW,4,2479,Within 10 metres,146,NU3K,99
8760,-34.473886,150.862008,Water Reservoir Reservoir Street BERKELEY TOPS,NSW,2,2506,Within 10 metres,110,MW3H,28
8783,-34.263419,150.954547,"Transgrid 70m Lattice Tower The Forest Walk, 267 Princes Hwy MADDENS PLAINS",NSW,2,2508,Within 10 metres,382,MW3H,143
8949,-34.69813,150.791728,"Tower 4, NSWTA 35m Monopole 630 Saddleback Mountain Rd SADDLEBACK MOUNTAIN",NSW,2,2533,Within 10 metres,503,MW3L,65
8955,-34.698339,150.792174,"Tower 2, Kiama Council 22m Monopole Saddleback Mountain Rd SADDLEBACK MOUNTAIN",NSW,2,2533,Within 10 metres,513,MW3L,48
8979,-35.796077,150.005537,Broadcast Site 18km WSW of Batemans Bay MT WANDERA,NSW,4,2537,Within 100 metres,559,MW6M,115
8980,-35.794687,150.006294,North Site  18 km WSW of Batemans Bay MT WANDERA,NSW,4,2537,Within 100 metres,530,MW6M,85
8981,-35.91074,150.072341,RFS Site Control Centre Campbell St MORUYA,NSW,4,2537,Unknown,11,MW6M,6
8999,-35.452238,150.320504,"Transgrid 40m Lattice Tower, Boyne Trig off Old Coach Road BROOMAN",NSW,4,2538,Within 10 metres,343,MW6F,65
9100,-34.800271,150.577176,Cambewarra Lookout Cambewarra Mountain via BOMADERRY,NSW,4,2535,Within 10 metres,undefined,MW3O,327
9120,-36.195511,150.083603,Broadcast Site BUCKERIDGE LOOKOUT,NSW,4,2546,Within 10 metres,211,MW9A,35
9136,-36.252031,150.227331,Head Keepers Quarters MONTAGUE ISLAND,NSW,4,2546,Unknown,42,MW9E,4
9151,-37.30173,149.71022,NSWTA 35m Monopole off Timbillica Road TIMBILLICA,NSW,4,2551,Unknown,477,MX2G,58
9155,-36.303791,149.783906,Wandella Trig PEAK ALONE,NSW,4,2550,Within 10 metres,936,MW8H,180
9162,-36.544939,149.866163,Broadcast Site 14.5 km N of Bega MUMBULLA MOUNTAIN,NSW,4,2550,Within 100 metres,766,MW8L,160
9167,-37.1034,149.7838,NSWPF 22.8m Lattice Tower Nullica State Forest off Myrrial River Rd NULLICA,NSW,4,2551,Unknown,365,MX2D,20
9196,-34.32486,150.77061,Telstra Site Cordeaux Colliery Pit Top CORDEAUX,NSW,2,2519,Unknown,363,MW3H,48
9301,-34.0686,150.44187,WaterNSW 60m Lattice Tower  Burragorang Lookout Rd NATTAI,NSW,2,2787,Within 10 metres,460,MW3B,50
9331,-34.138944,150.664926,SRA Transgrid site near Prudhoe Trig Razorback Road RAZORBACK RANGE,NSW,2,2571,Within 10 metres,331,MW3C,226
9356,-34.371084,150.335635,Kanangra High Range Road High Range via MITTAGONG,NSW,4,2575,Within 10 metres,752,MW3F,32
9362,-34.464574,150.428225,Wingecarribee Shire Council 40m Lattice Tower Mt Gibraltar off Oxley Dr BOWRAL,NSW,4,2575,Within 10 metres,834,MW3F,138
9403,-34.55381,150.628411,ARTC 20m Lattice Tower Mount Murray 1671 Tourist Rd EAST KANGALOON,NSW,2,2577,Unknown,760,MW3K,16
9429,-34.579534,150.209004,Elcom Repeater Station ELLSMORE,NSW,4,2577,Unknown,723,MW3I,69
9449,-34.623507,150.694439,NTA UHF Tower KNIGHTS HILL,NSW,2,2533,Within 10 metres,739,MW3K,76
9453,-34.580149,150.617342,Comm Site Mackeys Lane ROBERTSON,NSW,4,2577,Within 10 metres,undefined,MW3K,208
9464,-34.645821,150.147225,Telstra Site Hume Hwy 15 km N of Marulan FREESTONE,NSW,4,2579,Within 10 metres,712,MW3I,246
9507,-34.93712,149.379715,Win Site Chaton Ridge LAKE GEORGE,NSW,4,2581,Within 10 metres,900,MW2N,53
9532,-35.094459,149.083737,Pacific Power Site Mt Spring CANBERRA,NSW,4,2620,Unknown,860,MW5A,44
9534,-34.160731,149.238193,Multiple Lattice Towers and Poles Snowy Mountain Comms Site off Bigga Rd BIGGA,NSW,4,2583,Within 10 metres,923,MW2A,78
9538,-34.384948,149.473164,"Multiple Lattice Towers and Poles Laggan Trig, 563 Redground Rd CROOKWELL",NSW,4,2583,Unknown,1017,MW2F,92
9547,-34.421647,148.750124,NSWTA 50m Lattice Tower off Rugby Road BOOROWA,NSW,4,2586,Unknown,626,MW1G,84
9551,-34.484418,148.318322,"FRNSW 30m Lattice Tower Rocky Hill, Kingsvale Rd KINGSVALE",NSW,4,2587,Unknown,564,MW1F,32
9560,-34.299307,148.306296,Reservoir Hill Council Site YOUNG,NSW,4,2594,Within 100 metres,503,MW1F,16
9621,-35.381167,149.125215,Electronic Services/Philips Site ISAACS RIDGE,ACT,4,2620,Within 10 metres,837,MW5E,35
9675,-35.373617,149.215356,Essential Energy 25m Monopole 1 1 McIntyre Street JERRABOMBERRA,NSW,4,2619,Within 10 metres,775,MW5E,203
9705,-35.75374,149.288289,"NSWPF 23m Lattice Tower Calabash Firetrail, Mt Eagle, off 135 Calabash Rd TINDERRY",NSW,4,2626,Within 10 metres,1400,MW5N,55
9722,-35.455327,149.772087,Broadcast Site 2.8 km SW of Braidwood MT GILLAMATONG,NSW,4,2622,Within 100 metres,894,MW5H,51
9727,-35.668053,149.914708,"Eurobodalla Shire Council 40m Lattice Tower Boundary Mountain, Monga National Park, off Boundary Fire Trail MONGA",NSW,4,2622,Within 10 metres,943,MW5L,28
9728,-35.479975,149.99564,"NPWS 18m Lattice Tower Fire Lookout Budawang National Park, Mount Budawang Rd BUDAWANG",NSW,4,2622,Within 100 metres,1099,MW5H,71
9730,-35.983232,149.025707,Ten Capital Broadcast Site MT ROBERTS,NSW,4,2630,Within 10 metres,1471,MW5M,71
9736,-36.643919,148.456383,Commsite INGEBIRAH TRIG,NSW,4,2627,Unknown,1419,MW7J,33
9740,-36.401291,148.664702,Southern Cross Broadcast Site JINDERBOINE HILL,NSW,4,2628,Unknown,1234,MW7G,229
9745,-36.394897,148.118761,Fire Tower MT YOUNGAL,NSW,4,2627,Within 10 metres,1511,MW7E,87
9756,-35.9411,148.389,Comm Site CABRAMURRA,NSW,4,2630,Unknown,1559,MW4N,91
9766,-35.906617,148.460019,NPWS site MT SELWYN,NSW,4,2630,Within 10 metres,1548,MW4N,28
9772,-36.064313,148.56825,"Snowy Hydro and NSWPF 2xLattice Towers Eucumbene Lookout, off Happy Jacks Rd SNOWY PLAIN",NSW,4,2630,Within 10 metres,1640,MW7C,57
9778,-36.191369,148.883137,"NSWPF 23m Lattice Tower Wambrook Trig, 261 Rhinefalls Rd RHINE FALLS",NSW,4,2630,Within 10 metres,1326,MW7D,137
9790,-36.441297,149.1651,Broadcast Site HUDSONS PEAK,NSW,4,2630,Within 100 metres,1213,MW8E,22
9795,-36.59784,149.38257,Tower Broadcast Australia Site off Snowy Mountains Hwy BROWN MOUNTAIN,NSW,4,2631,Within 10 metres,1239,MW8J,73
9803,-36.931153,149.279401,NSWRFS 30m Lattice Tower off Bucky Springs Rd BOMBALA,NSW,4,2632,Within 10 metres,938,MW8N,49
9806,-36.837675,149.515536,Commsite MT DARRAGH,NSW,4,2632,Within 100 metres,949,MW8O,20
9812,-36.020257,146.961538,NSWPF 23m Lattice Tower Tower Lane SPRINGDALE HEIGHTS,NSW,4,2641,Within 10 metres,460,LW8D,126
9818,-35.802163,147.254039,Telstra Site MT RAVEN,NSW,4,2644,Within 10 metres,531,LW6N,81
9819,-35.721645,146.590321,Comm Site Goombargana Hill via WALBUNDRIE,NSW,4,2643,Within 10 metres,394,LW5K,157
9849,-33.385844,142.571393,Telstra site POONCARIE,NSW,5,3500,Within 10 metres,46,KV7G,33
9877,-35.556533,147.170655,"NSWRFS / Greater Hume Shire Council 30m Lattice Tower Peddles Hill, off Ross Rd COOKARDINIA",NSW,4,2658,Within 100 metres,490,LW6I,73
9878,-35.073466,147.271995,"NSWPF 23m Lattice Tower Malebo Hill, off Old Narrandera Rd EUBERTA",NSW,4,2650,Within 10 metres,271,LW6B,555
9885,-35.132713,147.372072,NSWPF 30m Lattice Tower Wagga/Willans Hill Captain Cook Dr TURVEY PARK,NSW,4,2650,Within 10 metres,292,LW6B,80
9894,-34.551392,146.610277,Telstra Site SQUARE HEAD,NSW,4,2700,Within 10 metres,undefined,LW2K,24
9895,-35.1088,146.7904,"NSWPF 33m Lattice Tower Galore Hill, off Slocum's Ln FARGUNYAH",NSW,4,2656,Within 10 metres,374,LW5D,117
9898,-35.494368,147.612125,NSWPF 30m Lattice Tower Mt Burngoogee off Tower Rd KYEAMBA,NSW,4,2652,Within 10 metres,688,LW6G,118
9899,-35.898127,147.9491,NSW Police Site Mt Ikes  Ikes Mountain Rd TOOMA,NSW,4,2653,Within 10 metres,1032,LW6P,158
9910,-33.862298,146.700333,Commsite MT NARRIAH,NSW,5,2669,Within 100 metres,465,LV8O,57
9913,-33.41196,147.33736,Comm Site Manna Mountain via FORBES,NSW,4,2877,Within 100 metres,468,LV9F,109
9914,-33.365554,146.215951,NSWPF 17.2m and NSWTA 40m Lattice Towers Mt Bowen off Lachlan Valley Way LAKE CARGELLIGO,NSW,5,2672,Within 10 metres,550,LV8E,40
9915,-33.36381,146.21684,Telstra Radio Terminal BOWEN MOUNTAIN,NSW,5,2672,Within 100 metres,534,LV8E,42
9936,-34.426468,145.428541,"NSWPF 90m Guyed Mast Carrathool Rd, off Murrumbidgee River Rd CARRATHOOL",NSW,5,2711,Within 10 metres,104,LW1F,36
9937,-35.78887,145.7811,"Essential Energy 40m Lattice Tower Stoney Hill, off Pinchbecks Rd BERRIGAN",NSW,4,2712,Within 10 metres,186,LW4P,91
9939,-35.6586,145.5668,Transgrid 45.7m Lattice Tower off Newell Hwy FINLEY,NSW,4,2713,Within 10 metres,110,LW4K,44
9949,-35.360444,148.21634,"NSWPF 33m Lattice Tower Wereboldera Trig, off Stony Creek Trial WEREBOLDERA",NSW,4,2720,Within 10 metres,817,MW4E,120
9957,-34.820303,147.901399,Broadcast Mast Broadcast Australia Site Mt Ulandra Bethungra Rd BETHUNGRA,NSW,4,2590,Within 10 metres,742,LW3P,94
9965,-35.54556,148.199333,Comm Site Snubba Range via BATLOW,NSW,4,2730,Within 100 metres,1000,MW4I,145
9971,-35.100087,143.528858,Essential Energy 35m Lattice Tower 1681 Lake Poomah Rd STONEY CROSSING,NSW,4,3585,Within 10 metres,60,KW5C,34
10022,-33.753986,150.701425,NSW Police Station High Street PENRITH,NSW,2,2750,Unknown,42,MV9O,12
10024,-33.751642,150.692906,Penrith Plaza Jane St PENRITH,NSW,2,2750,Unknown,32,MV9O,16
10122,-33.556582,150.421741,Endeavour Energy 46.1m Lattice Tower 15 Charleys Rd MOUNT TOMAH,NSW,4,2786,Within 10 metres,1000,MV9J,99
10147,-33.532162,150.620283,Transgrid 45m Lattice Tower 84 Burralow Road KURRAJONG HEIGHTS,NSW,2,2758,Within 10 metres,586,MV9K,114
10276,-33.496679,151.038335,NSWTA 60m Lattice Tower 9 Canoelands Rd CANOELANDS,NSW,2,2159,Within 10 metres,204,NV7E,30
10286,-33.410171,150.998043,Commsite SIMPSONS HILL,NSW,2,2775,Unknown,214,MV9H,93
10333,-33.711332,150.313649,NSWPF 30m Monopole Katoomba Court House 13-15 Civic Pl KATOOMBA,NSW,4,2780,Within 10 metres,1009,MV9J,26
10335,-33.702963,150.28954,Explorers Tree Hill Great Western Hwy KATOOMBA,NSW,4,2780,Within 10 metres,1037,MV9J,70
10386,-33.787733,150.260525,NSWOEH 30m Lattice Tower Narrow Neck Plateau Trail via Glenraphael Drive MEGALONG VALLEY,NSW,4,2785,Within 10 metres,1061,MV9N,17
10425,-33.832338,149.990306,"Airservices Australia 53m Lattice Tower and 99m Guyed Mast, Mt Edith 94 Edith Road JENOLAN",NSW,4,2790,Within 10 metres,1339,MV8P,38
10474,-33.50592,150.1478,Endeavour Energy  Tower HASSANS WALLS,NSW,4,2790,Within 10 metres,undefined,MV9I,114
10521,-33.777794,149.136217,"NSWTA 35m Lattice Tower, Fire Lookout Bugs Ridge Trail PENNSYLVANIA",NSW,4,2793,Within 10 metres,932,MV8M,20
10569,-33.07459,149.69955,NSWPF 19m Monopole Commissioners Hill off Ilford Sofala Road SOFALA,NSW,4,2795,Within 10 metres,761,MV8C,20
10576,-33.943006,149.622188,NSWTA 35m Lattice Tower Burraga Fire Lookout via Tallebung Rd ISABELLA,NSW,4,2795,Unknown,1152,MV8O,22
10593,-33.470997,149.987762,TransGrid 40m Lattice Tower (Western Tower) off Bonaventure Rd MOUNT LAMBIE,NSW,4,2790,Within 10 metres,1278,MV8H,74
10621,-33.450439,149.547172,Telstra Site Reid Park MT PANORAMA / WAHLUU,NSW,4,2795,Within 10 metres,869,MV8G,71
10627,-33.382916,149.900188,NSWTA 35m Lattice Tower Fire Lookout SUNNY CORNER,NSW,4,2795,Within 10 metres,1265,MV8H,28
10712,-33.34557,148.9811,Transgrid 45.7m Lattice Tower Mount Canobolas Rd CANOBOLAS,NSW,4,2800,Within 10 metres,1382,MV7H,228
10735,-33.251972,148.337558,NSW Police Site Mount Coonambro  MOUNT COONAMBRO,NSW,4,2806,Within 100 metres,614,MV7F,83
10739,-34.04944,148.43953,NSWPF 50m Lattice Tower NE Bendick Murrell National Park off Roberts Rd CROWTHER,NSW,4,2810,Unknown,659,MW1B,61
10743,-33.879989,148.140991,"50m NSW Police Force Lattice Tower Mid Western Highway, Bogolong Hill GRENFELL",NSW,4,2810,Within 100 metres,469,MV7M,27
10768,-32.425676,149.104091,Wellington Shire Council Site Mount Bodangora Near WELLINGTON,NSW,4,2820,Within 10 metres,732,MV5E,159
10774,-32.56341,148.90201,Telstra Radio Terminal Mount Wellesley  off Bushranger Ck Rd WELLINGTON,NSW,4,2820,Within 10 metres,533,MV4L,101
10792,-32.34481,148.381376,Sappa Bulga Trig off Newell Hwy YARRABA,NSW,4,2830,Within 10 metres,544,MV4F,136
10793,-32.033624,147.978252,Narromine Shire Council Site Temoin St TRANGIE,NSW,5,2823,Unknown,242,LV6D,19
10800,-32.03182,147.98085,Telstra Exchange Derribong St TRANGIE,NSW,5,2823,Within 100 metres,229,LV6D,38
10812,-31.699961,147.837178,Telstra Exchange Lawson St WARREN,NSW,5,2824,Within 100 metres,188,LV3L,84
10823,-31.704252,146.78159,Telstra Radio Terminal Nardoo Bourkes Road via HERMIDALE,NSW,5,2825,Within 100 metres,259,LV2L,14
10824,-31.587159,147.180754,BAI Comms Site Lot 95 Tottenham Road NYNGAN,NSW,5,2825,Within 10 metres,169,LV3I,33
10875,-30.676492,148.25089,Telstra Radio Terminal Warrington 34 Kilometres North of COONAMBLE,NSW,5,2829,Within 100 metres,146,MU7I,20
10876,-30.9551,148.389,Telstra Exchange COONAMBLE,NSW,5,2829,Within 100 metres,177,MU7N,52
10943,-32.236767,148.677546,Telstra Radio Terminal Buninyong Hill Near DUBBO,NSW,4,2830,Within 10 metres,346,MV4C,82
10944,-32.237046,148.677689,Essential Energy 30m Lattice Tower & Dubbo City Council 15m Pole Buninyong Hill 20L Harefield Rd DUBBO,NSW,4,2830,Within 100 metres,346,MV4C,66
10964,-32.016778,146.33546,Telstra Radio Terminal Nymagee Mountain Near NYMAGEE,NSW,5,2831,Unknown,487,LV5B,42
10966,-30.446878,147.654007,Telstra Exchange CARINDA,NSW,5,2829,Unknown,126,LU9G,40
10974,-31.25742,147.25224,Telstra Site Colane via NYNGAN,NSW,5,2825,Within 10 metres,157,LV3F,20
10975,-30.897329,147.465075,Telstra Radio Terminal Buckinguy via COONAMBLE,NSW,5,2824,Unknown,149,LU9N,22
10992,-31.25561,146.89621,Telstra Exchange GIRILAMBONE,NSW,5,2831,Within 10 metres,236,LV2H,24
11020,-31.874663,148.640926,Telstra Radio Terminal Baladoran via DUBBO,NSW,5,2830,Within 100 metres,340,MV1O,58
11021,-30.932049,146.261904,Country Energy Site Caronga Peak Near COBAR,NSW,5,2835,Within 100 metres,389,LU8N,93
11022,-31.995372,149.634269,Telstra Radio Terminal Broombee via COOLAH,NSW,4,2843,Within 100 metres,590,MV2O,28
11024,-30.929549,147.869513,Telstra Radio Terminal QUAMBONE,NSW,5,2829,Within 100 metres,145,LU9P,34
11028,-31.231245,147.631628,Telstra Site Mount Foster Near WARREN,NSW,5,2824,Within 10 metres,251,LV3C,95
11071,-30.030223,147.468227,Telstra DRCS Base Six Mile Tank BOOROOMA,NSW,5,2832,Within 100 metres,128,LU9B,32
11076,-30.020845,148.112859,Country Energy Depot Wee Waa Street WALGETT,NSW,5,2832,Unknown,138,MU7A,29
11079,-29.670077,147.79424,Telstra Radio Terminal Springvale Cumborah Road 29.7 km South of LIGHTNING RIDGE,NSW,5,2832,Within 10 metres,157,LU6L,40
11085,-29.570249,148.544539,Broadcast Site COLLARENEBRI,NSW,5,2833,Unknown,136,MU4K,24
11107,-29.406224,147.972244,Broadcast Australia Site Off Wooloroo Rd  3km N of LIGHTNING RIDGE,NSW,5,2833,Within 10 metres,155,LU6H,64
11111,-29.668161,148.097001,Telstra Exchange BORAH TANK,NSW,5,2832,Unknown,133,MU4I,12
11120,-31.559547,145.878973,Cobar Shire Council Site The Peak Hillston Road COBAR,NSW,5,2835,Unknown,313,LV1L,35
11151,-31.541562,146.282872,Essential Energy 46m Lattice Tower Mt Boppy via Rosevale Rd CANBELEGO,NSW,5,2835,Within 100 metres,382,LV2J,68
11155,-30.41984,143.27863,Telstra Radio Terminal 50 Km NNE White Cliffs PURNANGA,NSW,5,2880,Within 100 metres,206,KU8F,26
11210,-29.74117,146.865291,Telstra DRCS Base BIRRALEE,NSW,5,2839,Unknown,117,LU5L,24
11217,-29.735767,144.393673,Telstra Radio Terminal Ti Tree via BOURKE,NSW,5,2840,Unknown,104,KU6J,26
11222,-29.704819,144.149816,"NSWPF 30m Monopole Wanaaring Police Station, off Vicary Street WANAARING",NSW,5,2840,Within 10 metres,103,KU6I,32
11224,-29.317877,145.845691,"NSWPF 23m Monopole Enngonia Police Station, 21 Belalie St ENNGONIA",NSW,5,2840,Within 10 metres,127,LU4H,28
11238,-30.36298,145.00481,Telstra Site Landsdowne R/T 101 Plan 778074 Yanderoo Tara Rd BOURKE,NSW,5,2840,Within 10 metres,129,LU7E,28
11240,-29.272341,145.657863,Telstra Radio Terminal Tarwoona Downs via BOURKE,NSW,5,2840,Unknown,130,LU4G,44
11273,-30.19891,146.23943,Telstra Site Mount Oxley BOURKE,NSW,5,2840,Within 100 metres,301,LU8A,22
11274,-29.764141,145.560273,Telstra Radio Terminal Lower Lila North of BOURKE,NSW,5,2840,Within 100 metres,146,LU4O,24
11275,-30.089448,145.936381,Telstra Exchange 47 Oxley St BOURKE,NSW,5,2840,Within 10 metres,undefined,LU7D,66
11282,-31.681772,149.838814,Comms Tower Adj Oakey Trig  Off Mullaley-Coolah Rd COOLAH,NSW,4,2843,Within 10 metres,1100,MV2L,24
11283,-31.776037,149.726407,NSWPF 30m Lattice Tower off Pindari Rd COOLAH,NSW,4,2843,Within 100 metres,844,MV2O,31
11287,-32.021736,149.394512,Essential Energy 30m Lattice Tower Bullinda Street DUNEDOO,NSW,4,2844,Within 100 metres,425,MV5B,501
11312,-32.825839,150.35081,OEH 36m Lattice Tower Mount Coricudgy Wollemi National Park WIDDEN,NSW,4,2328,Unknown,1258,MV6N,18
11344,-32.617082,149.553799,"Mid-Western Regional Council 20m Lattice Tower Mount Misery, 441 Mount Misery Rd MUDGEE",NSW,4,2850,Within 100 metres,833,MV5K,75
11346,-32.442613,149.562262,Telstra Radio Terminal Magpie Hill via Moonamby 22km North of MUDGEE,NSW,4,2852,Within 10 metres,669,MV5G,64
11358,-32.90296,148.38151,"NSWRFS 37m Guyed Mast Kadina Trig, off 703 Burrill Creek Rd ALECTOWN",NSW,4,2870,Within 100 metres,707,MV4N,33
11365,-33.136432,148.173364,Telstra Exchange PARKES,NSW,4,2870,Unknown,349,MV7A,94
11379,-33.386327,148.007003,Telstra Exchange FORBES,NSW,4,2871,Unknown,232,MV7E,76
11390,-33.144822,146.762095,Telstra Radio Terminal Gas Pipeline Delladale LAKE CARGELLIGO,NSW,5,2672,Within 100 metres,255,LV8D,12
11391,-32.478286,146.826666,Country Energy Site YELLOW MTN,NSW,5,2877,Within 100 metres,557,LV5H,38
11394,-33.078147,147.15673,Broadcast Australia Site Reservoir Hill  Brady St CONDOBOLIN,NSW,4,2877,Within 10 metres,238,LV9A,80
11397,-31.63372,144.73862,Telstra Radio Terminal KORREO,NSW,5,2835,Within 10 metres,222,KV3K,44
11442,-31.58581,142.79966,Telstra Site Andersons Hill LITTLE TOPAR,NSW,5,2880,Within 10 metres,232,KV1L,50
11444,-32.048149,141.171758,NSWPF 30m Lattice Tower off 3905 Barrier Hwy BROKEN HILL,NSW,5,2880,Within 10 metres,367,JV6A,36
11470,-32.393536,142.417298,NSWPF 30m Lattice Tower Police Station 36 Yartla St MENINDEE,NSW,5,2879,Within 10 metres,61,KV4F,26
